687
3288	10057	100
2029	12749	25
14274	4566	109
7364	8500	216
14274	545	109
9777	8038	109
14274	4761	109
1412	5413	100
1375	3244	109
11640	6077	109
14274	768	109
1505	11890	77
9597	119	190
8953	8910	35
5845	4762	35
6379	9797	175
1502	3695	17
13369	6262	25
48	6914	109
9231	11762	123
4966	5003	25
1477	6355	196
13491	6027	109
7157	4213	109
7526	672	44
7305	11526	109
7364	7657	216
7526	7386	44
14274	8773	109
6379	4817	175
4899	11577	109
13272	3031	109
5105	6981	234
1505	5902	77
7364	12143	216
3134	13607	109
6516	5617	35
1375	3568	109
9990	9640	109
4048	6285	100
7526	12055	44
5019	2754	216
14399	10789	123
7364	11829	216
11557	8313	77
7364	6761	216
7305	3877	109
427	2699	17
8381	10600	185
11452	4990	216
6379	14063	175
3313	9327	234
7305	4818	109
1477	5464	196
7526	11904	44
8010	7396	27
14274	2540	109
7157	9632	109
13272	3129	109
4814	4943	17
7305	14278	109
6379	3180	175
14344	12734	102
14399	233	123
10729	9345	156
1503	11504	77
6379	11465	175
3134	5407	109
5494	11663	35
11452	5279	216
11557	4358	77
14274	4102	109
1477	10339	196
6379	2633	175
5700	13989	185
13301	10437	109
6379	2745	175
3134	6553	109
2799	9128	35
14399	4963	123
13927	7883	185
12754	10514	234
6993	12371	17
14274	14385	109
12204	945	35
6107	1810	196
9535	7316	216
7157	6844	109
10954	13899	77
1894	2925	123
12795	2973	31
921	7633	216
7364	9706	216
7526	12049	44
14109	3030	123
14266	1156	31
7689	10225	49
6379	9305	175
7515	6981	77
1375	9810	109
11133	4968	49
14344	5034	102
2660	11806	185
12320	12306	25
7515	11888	77
14399	12236	123
6379	6731	175
7526	11202	44
7555	8801	17
2367	12048	49
6379	3430	175
2031	9727	77
4888	1810	17
1505	209	77
5494	14252	35
14047	4082	77
10222	1400	109
6499	14116	234
14399	1265	123
8212	8047	109
7526	10710	44
2037	146	109
10736	3129	77
3799	8018	31
13371	2631	109
3261	630	77
11707	11572	123
282	7387	109
10729	2713	156
9740	12240	27
8164	14288	109
1477	4470	196
283	6581	109
1477	2556	196
3134	215	109
7231	7905	35
2660	10513	185
1502	2707	17
3134	3597	109
1375	4697	109
3134	10875	109
6379	267	175
7305	742	109
6379	14110	175
11023	4700	27
10590	1390	25
6733	7013	49
2367	10872	49
6991	8171	49
1505	5178	77
1477	6981	196
282	3641	109
9138	4262	156
7803	2654	27
6379	10265	175
7515	4973	77
8841	4322	216
8580	5853	134
7364	14476	216
4893	13687	17
921	1060	216
1948	4866	35
3134	13998	109
1375	18	109
7526	702	44
9752	12038	31
3498	11021	109
6379	11779	175
6379	6526	175
2031	2466	77
6379	9837	175
14399	12173	123
14399	7831	123
7803	9454	27
9265	3972	35
5105	3532	234
6379	2214	175
1477	9810	196
9823	2147	77
6379	3	175
4888	7562	17
11452	8694	216
4999	3678	35
14349	5018	109
10836	9331	77
4303	12063	123
7526	5227	44
5105	6039	234
12635	3354	185
6379	360	175
9671	831	109
4946	4094	35
6379	8251	175
14042	13897	35
8953	13352	35
11452	7923	216
12795	245	31
1398	4801	109
5718	10318	77
2756	1636	75
174	7805	25
6379	6963	175
11452	223	216
9217	6077	109
3313	14465	234
2660	561	185
3134	7953	109
6951	3120	77
1505	8804	77
1505	7374	77
6379	7821	175
14495	3150	109
2660	11938	185
7364	8069	216
1505	7326	77
10756	1804	31
7157	6196	109
14042	10760	35
6379	14199	175
6379	2150	175
14399	7767	123
6379	8231	175
5807	14030	17
1505	5785	77
7916	13606	77
3186	3414	17
3498	7547	109
8212	5496	109
3134	1310	109
7803	3870	27
6379	12350	175
5576	10411	223
4028	4277	31
9217	5005	109
11557	12174	77
14533	4291	49
6379	726	175
2848	8050	102
921	2352	216
6254	7846	223
2967	4818	123
8411	9848	25
6379	1075	175
1677	2920	134
6017	738	35
8841	9261	216
6154	1240	77
2967	3570	123
4118	559	196
6379	9587	175
7526	8510	44
6728	2722	35
4045	2100	75
819	5251	100
13403	4138	78
10663	6163	35
3010	10330	78
4343	10361	123
7526	7690	44
1681	12020	31
7526	1263	44
9990	6638	109
5543	4624	31
5700	7201	35
4028	13515	31
7526	14498	44
7526	2750	44
12320	11138	25
7526	3446	44
802	3040	75
7526	6807	44
6379	10997	175
5718	4034	77
538	5307	35
9632	9364	196
3705	1466	75
5494	6701	35
7254	6503	25
2037	8000	109
14274	9749	109
7433	300	109
3498	12408	109
6379	6022	175
1505	800	77
12321	8196	156
1477	7562	196
3134	10043	109
6088	2981	123
7364	11493	216
6379	1318	175
12880	5445	25
1477	13543	196
8212	3887	109
6906	10008	25
14399	4536	123
14274	398	109
12635	12541	185
9218	3053	31
14274	4628	109
10059	7769	78
6379	3801	175
9397	14501	25
10756	10792	31
1375	7056	109
14274	10960	109
7364	76	216
14121	8976	77
3665	2465	77
3134	1713	109
1775	13075	25
4899	12886	109
7305	13393	109
174	14002	25
6107	3695	196
14344	5391	102
13250	10827	77
14274	9276	109
6379	5371	175
2660	13393	185
6379	1230	175
9610	12108	17
6379	2619	175
12795	3214	31
7526	11883	44
8212	5531	109
10736	7788	77
6379	4788	175
921	12078	216
11627	6701	35
10191	11569	25
2799	4119	35
14274	5763	109
11739	1507	109
14274	1595	109
6529	4378	49
1672	8055	109
14399	8295	123
921	11975	216
9735	12474	190
282	12720	109
7157	8047	109
8482	4908	31
7526	10400	44
6254	3252	223
5845	10636	35
11452	1382	216
3134	4926	109
9291	13581	78
12795	3053	31
282	3011	109
1477	10867	196
3134	661	109
2031	11504	77
1187	13358	31
11023	430	27
2660	11774	185
10708	11115	223
5433	13922	223
3134	5750	109
7364	13127	216
48	4310	109
7526	5521	44
6379	7624	175
7364	811	216
13525	2774	35
13626	1306	77
1505	5216	77
1375	7048	109
9231	3877	123
7305	8606	109
14274	13749	109
4946	9145	35
10429	6534	25
6379	5184	175
3134	12589	109
6379	6212	175
7526	3837	44
3134	8495	109
13844	7697	25
6379	4326	175
10059	3955	78
1894	631	123
9832	6939	25
7364	9503	216
3134	2974	109
8841	11418	216
7526	7227	44
921	9419	216
9291	9483	78
5612	3406	49
890	9793	25
6379	4520	175
890	10641	25
10351	13283	49
9632	3061	196
14274	14501	109
7526	6132	44
14274	13977	109
7305	13994	109
11512	2996	31
6379	4592	175
13988	12225	49
10729	7247	156
6379	7787	175
10579	6061	31
14539	4030	31
10191	14440	25
2031	13210	77
282	3515	109
14399	7261	123
534	7998	75
5700	1030	185
10059	7715	78
282	11642	109
14349	3061	109
4752	6133	27
3134	3528	109
6379	4455	175
6379	14459	175
7364	10349	216
2037	14484	109
6716	10909	123
14274	9029	109
10663	4003	35
11907	9433	27
8841	3145	216
2608	1727	134
621	4823	102
1672	1528	109
7364	14164	216
48	13961	109
